Occurred,Lon,Lat,City,State,Country,Shape,Summary,Media,Explanation
3/13/2016,,,Austin,TX,USA,Chevron,"Chevron flew 5 mph, 150 yards from me, 200 feet off the ground.",,
9/13/2006,,,Boerne,TX,USA,Disk,I saw a hovering green disk and then there was a flash and it disappeared.,,
5/27/2004,,,Durham,NC,USA,Sphere,"sphere of white light follows plane, then disappears into the night sky",,
11/16/2019,,,Auburn,IN,USA,Circle,2 at different altitudes sitting still blinking multi color lights.. been going on for about 15 minuets now..,,
4/30/2020,,,Deland,FL,USA,Light,there was A-line of lights moving a cross the sky. They were moving North to South. ((Starlink satellites?)),,
4/25/1947,,,Effingham,KS,USA,Light,Bright light that makes a square turn then back on path,,
4/3/1979,,,Arlington Heights,IL,USA,Light,Extra Star (What it looked like.) on the handle portion of the Big Dipper - Stationary then moved in a northerly direction.,,
4/28/1957,,,Albuquerque,NM,USA,Oval,I saw a reflective metallic round object moving W at a very fast speed. No sound or vapor trail. ((anonymous report)),,
10/28/2007,,,Darrington,WA,USA,Light,Unusual lights all the time… ((NUFORC Note: Sighting of Venus?? PD)),,
6/13/2019,,,Atlanta,GA,USA,Cigar,So honestly it didn’t look very odd at first it just looked like a plane but the more I looked at it the more I could see it looked mor,,
10/13/2019,,,Columbus,OH,USA,Sphere,I was taking out the trash when I saw lights coming from the south. First two yellow orange balls came into view and I ran in to get my,,
4/23/2015,,,East Irondequoit,NY,USA,Other,3 cylindrical ship with 3 propulsion holes on bottom. Believe it to be man made. hydrogen fuelled electromagnetic propulsion.,,
2/9/2020,,,Dunellon,FL,USA,Sphere,"White silent sphere moving from northwest to south east, in Dunellon Fl.",,
4/18/2015,,,Buda,TX,USA,Flash,Saw a bright white light flash across the night sky from north to south.,,
4/10/1950,,,Bishop,CA,USA,Sphere,We witnessed a dark sphere with numerous bright red lights that moved slowly and silently 200 feet above their car.,,
7/25/2006,,,Chula Vista,CA,USA,Light,A friend and I saw flashing lights in sync. before violently flashing and disappearing.,,
3/20/2009,,,Crown Point,IN,USA,Disk,"Sighting of disk-shape object, lost time, possible after-effects.",,
4/28/2027,,,Bridgewater,NJ,USA,Disk,"My son said there was something floating in the sky. We went outside and northeast of our house, there was a cylinder-shaped object flo",,
9/27/2021,,,Devon,PA,USA,Sphere,Chemo out of the sky like a meteor then level off and then became two objects and then became one and then became too and disappeared,,
4/30/1978,,,Bozeman,MT,USA,Formation,"Line of approximately 2 dozen blinking red lights, moving W to E over Gallatin Valley, Montana.",,
4/4/2023,,,Anaheim,CA,USA,Other,S23 Ultra damn good phone camera looked up saw an interesting looking contrail took a pic wait that's not a contrail,,Contrail
8/21/2008,,,Buffalo,NY,USA,Orb,UFO seen through Dobsonian scope,,
10/3/2006,,,Braintree,MA,USA,Orb,"We witnessed blinking lights that moved rapidly in all directs and that, once ""still"", emitted sparks.",,
4/4/1934,,,Dalton,MA,USA,Triangle,"Triangular object flying low, slow and silent. ((anonymous report))",,
11/16/1999,,,Diamond Bar,CA,USA,Disk,Observed disk shaped craft with dome while traveling n/bound on 57 FWY.,,
12/10/2008,,,Amarillo,TX,USA,Sphere,unknown ball of light appeared and then took off at a high rate of speed!!!,,
9/2/2005,,,Arlington,WA,USA,Orb,BRIGHT LIGHT DISAPPEARS SUDDLENLY IN NORTHWEST SKY,,
4/22/1993,,,Bakersfield,CA,USA,Other,We were coming home from an evening out. My husband got out at the corner from car to get mail.,,
4/29/2017,,,Calistoga,CA,USA,Sphere,"White sphere rises to dock with momentarily uncloaked cylindrical ship, then both vanish.",,
7/11/2019,,,Burbank,IL,USA,Circle,"Saw 2 UFOs flying opposite directions, glowing.",,
10/18/2021,,,Ardoch,ND,USA,Circle,Bright light going into wooded area,,
12/25/1999,,,Columbia,MO,USA,Triangle,"was it a phenonmen ,usual star, or ufo?",,
2/17/2002,,,Conyers,GA,USA,Disk,"As I walked through my kitchen, a bright light caught my attention outside the window. I stopped for a look and there in the sky abo",,
4/15/2017,,,Danbury,CT,USA,Rectangle,10-12 red-orange glowing objects flying slowly from south to north in clusters of two or three.,,
4/10/1999,,,Charlotte,NC,USA,Other,"Large craft - noisy - many lights - altitude 200 feet - speed less than 65 mph - strange aspect ratio, almost the same aspect ratio as",,
4/10/1956,,,Bartlett,IL,USA,Fireball,"A fireball was seen across the western sky of Bartlett, Il.",,
4/2/2007,,,Cuyahoga Falls,OH,USA,Sphere,three object moving west over Cuyahoga Falls moving at varied speeds no navigational lights no stobe,,
2/22/2007,,,Des Moines,IA,USA,Light,"To fast to be any thing Ive seen as a point of light, two objects parallel in a turn.",,
11/28/2006,,,Birmingham,AL,USA,Light,Brilliant green light across the Birmingham Sky...Definitely not a plan.,,
4/18/1987,,,Earth's Moon,KS,USA,Disk,A ufo and a aline in moon video is here: https://www.youtube.com/watch?v=8DvFhuk1Hrc,,
3/31/2023,,,Athens,OH,USA,Disk,I seen an odd flying object and I stopped and got a video,,
4/18/1977,,,Barto,PA,USA,Circle,Circular object flashing bright colors.,,
4/17/2020,,,Coral Springs,FL,USA,Circle,Coral Springs purple flying object.,,
5/15/2005,,,Catasauqua,PA,USA,Oval,"After reviewing digital pictures on computer, I saw an object near a small plane that I didnt see through the camera.",,
7/15/1998,,,Albuquerque,NM,USA,Fireball,Green Fireball Sighted Near Albuquerque Moving Directly Up From the Ground,,
8/15/2003,,,Ashford,WA,USA,Oval,From outerspace to almost landing near the Southwest area of Mt Rainer on 8/2003,,
4/18/2011,,,Casselberry,FL,USA,Circle,"ORANGE BALL OBJECT SHOOTING ACROS THE SKY IN CASSELBERRY, FL RED BUG ROAD!!!",,
4/14/1990,,,Dayton,OH,USA,Fireball,Shape changing fireball that hovered close to the ground an flew off with incredible speed,,
4/12/2009,,,Bradenton,FL,USA,Fireball,"3-6 a.m., was a red-orange-sunlike round sphere go by, then up, then into field. I was scared to go in field?",,
4/29/1985,,,Azle,TX,USA,Other,"Object was low, 100-200 feet, moving straight line west to east 20-30 mph, black, nontransparent, shapeless, billowing, silent.",,
11/7/2005,,,Denham Springs,LA,USA,Disk,"First sited around 21:27 moving at a very fast constant rate to the NW. Object appeared to be disk-shaped, but standing on edge. Periph",,
6/3/2022,,,Eastlake,OH,USA,Triangle,I saw three lights making up a triangle. I took a photo then switched to night vision and the shape was then illuminated,Y,
4/23/2015,,,Arizona City,AZ,USA,Circle,"Red to white ""flare"" that emitted a fog. ((NUFORC Note: U. S. Navy missile launch. PD))",,
7/20/2009,,,Davis,CA,USA,Other,"Bright pin-point of white light that moved, faded, and disappeared.",,
4/3/2003,,,Dundalk,MD,USA,Other,THE OBJECT WAS STATIONARY FOR CLOSE TO THE 2 MILES IT TOOK FOR ME TO APPROACH IT AND THE WAS NO SOUND COMING FROM THE OBJECT,,
9/22/2007,,,DeWitt,MI,USA,Fireball,2 lower flying small orange balls of that looked like fire and made no sound flying steadily.,,
4/24/2000,,,Big Lake,AK,USA,Circle,Orange circle with a rotating sphere on the top making no sound very fast,,
2/2/2002,,,Champaign,IL,USA,Light,"Four orange/amber lights seen over Champaign, IL.",,
3/15/2003,,,Barbourville,KY,USA,Light,a small object flashing red blue and green,,
4/18/2024,,,Babylon,NY,USA,Fireball,"Bright consistently glowing reddish orbs,about twenty of them, traveling approximately 2,000 mph from west to east along the southern e",,
6/20/1975,,,East Grand Forks,MN,USA,Light,Has bothered me for years. I know what I saw. Cannot describe it here. I am 53 now and never will forget it. If you are interested in m,,
10/20/2007,,,Columbia,MO,USA,Triangle,MISSOURI INVESTIGATORS GROUP Report: The shape of the UFO was triangular with white lights on each of the corners and a big red light.,,
1/1/2001,,,Crescent City,CA,USA,Fireball,This was a bright orange ball that was seen by others above ocean.,,
11/29/2005,,,Columbus,OH,USA,Cylinder,Long cylinder shaped UFO sighted along I-70 near Columbus Ohio.,,
12/24/2003,,,Burbank,CA,USA,Triangle,"Gold light with red lights emitting sparks and sound above Burbank, CA",,
4/2/2006,,,E. Northport,NY,USA,Formation,Flashing lights in formation NNE,,
7/7/2002,,,Charlotte,NC,USA,Circle,A perfect circle...,,
10/5/2007,,,Bassfield,MS,USA,Light,Portal of some kind,,
4/1/2010,,,Crestline,CA,USA,Oval,Silver disk seen above San Bernardino Valley (5 minutes).,,
1/25/2006,,,Centralia,IL,USA,Rectangle,large rectangular dim lighted object low flying visable for 10 to 15 secs on 1/25/06 9:30 PM,,
9/24/2003,,,Charlotte,NC,USA,Light,"Craft moves at least 43,200 miles per hour",,
3/1/2003,,,Burley,ID,USA,Triangle,"We saw a very large, slow moving craft.",,
4/27/1980,,,Bethlehem,PA,USA,Fireball,One White light and one reddish ball of fire light by grocery store in Bethlehem Pa.,,
3/16/2003,,,Edmonds,WA,USA,Triangle,Follow-up on triangle sighting.,,
8/16/2020,,,Alpine,UT,USA,Light,Two bright lights parallel of each other going the same speed.,,
10/1/2007,,,Deer Park,NY,USA,Other,Moving star over eastern New York,,
1/25/2000,,,Edinburg,TX,USA,Light,"Due to the hight of it's location, the objects had 3 things in common. 1. dimming of light, 2. shifting it's destination, and 3. co",,
9/21/2007,,,Costa Mesa,CA,USA,Circle,Blue ring object seen hovering above the Costa Mesa area,,
9/8/2019,,,Boston,MA,USA,Cross,Fast green lights formed three crosses in sky.,,
4/24/2019,,,Blue Springs,MO,USA,Circle,"Bright white with rotating colored lights-blue/red/green, silent, stationary. Visible with naked eye. ((NUFORC Note: Star? PD))",,
4/23/1933,,,Chicago,IL,USA,Circle,"Red and green light just blinking, moved a few times up or down, left, right too. ((NUFORC Note: Possibly a star? PD))",,
8/5/2001,,,Chicago,IL,USA,Diamond,"Diamond shaped object, orange in color with small points of light surrounding the main body",,
7/10/1999,,,Dousman,WI,USA,Sphere,"Bright spheric shaped object observed in the southwest sky moving erratically, it was very bright and observed for more than 30 minut",,
4/14/1948,,,Crestwood,IL,USA,Other,"Not shooting starts as i initially thought., 3 UFO'S WITH LINE OF 8 LIGHTS SHOOTING THROUGH THE SKY.",,
9/18/2003,,,Colorado Springs,CO,USA,Rectangle,"Very bright, yellowish with dark splotches, an almost perfect parallelogram, seen near Pikes Peak, CO.",,
9/24/2005,,,Colorado Springs,CO,USA,Flash,Bright Flashing extremely white lights.,,
6/1/1991,,,Dwarf,KY,USA,Teardrop,a low flying red object,,
4/15/1988,,,Bellingham,MA,USA,Sphere,They were very fast and the with the bright flash surprised me.,,
6/25/2021,,,Benton,LA,USA,Triangle,Triangular shaped craft silently skating/ flying over house and neighborhood,,
7/10/2019,,,Arvada,CO,USA,Orb,Orange orb-like lights seen.,,
11/16/1999,,,Burlingame,CA,USA,Other,This is in referance to the request on Art bells show to submit sighting on the night of november 16. This is what I saw...,,
11/4/2006,,,Durango,CO,USA,Light,bright white light in night sky.,,
4/26/1975,,,Circleville,OH,USA,Other,"3 sets of huge burnt orange and burnt yellow lights above been field were there then just disappeared, hard to tell all in a text.",,
9/19/2009,,,Abingdon,MD,USA,Cylinder,Extremely bright and radiating light outward. ((NUFORC Note: Missile launch. PD)),,
6/1/1966,,,Coyanosa,TX,USA,Disk,"Summer 1966 (or 1968): Small saucer seen by 3 youth to land and take off in dry creek bed near Coyanosa, Texas.",,
4/2/1959,,,Biloxi,MS,USA,Triangle,Triangular craft observed near Biloxi,,
8/18/2004,,,Cairo,NY,USA,Circle,UNIDENTIFIED FLYING OBJECT,,
6/16/2004,,,Ames,IA,USA,Disk,1 disk shape object,,
11/8/2003,,,Augusta,ME,USA,Sphere,"I went out side to look at the Lunar Eclipse, When i asked my Fiancee to come outside and look at the Lunar Eclipse. As I was looking a",,
7/6/2021,,,Cohasset,MA,USA,Other,"UFO report Hello, I have seen several UFOs over the past few days. I typically use my energy to call them in. They come and I just tak",,
4/8/1953,,,Annapolis,MD,USA,Light,"Orb flashing red, blue, green seen over annapolis, MD",,
4/29/2021,,,Corydon,IN,USA,Oval,"Sighting: Date: April 29, 2021 Location: Corydon, Indiana Time: Approx. 10:45PM Weather: Partly cloudy with rain Visual observers: 2 D",,
4/5/1936,,,Baton Rouge,LA,USA,Oval,Red orb spotted over Shenendoah Subdivision - Baton Rouge,,
11/10/2003,,,Audubon,MN,USA,Light,"moving light in sky, changed direction and disappeared",,
5/9/2008,,,Derwood,MD,USA,Disk,Tiered Saucer UFO spotted in Derwood MD,,
11/19/2008,,,Chula Vista,CA,USA,Light,"UFO in Chula Vista, CA NOV 19 08",,
10/30/2023,,,Durango,CO,USA,Circle,Glowing object in the sky with a slightly erratic flight pattern moving from SW to SE,,Rocket?
4/30/1936,,,Cross Lake,MN,USA,Circle,Five bright orange red lights moved upwards from a line above the horizon to disappear into the night time clouds.,,
4/10/2019,,,Boston,MA,USA,Cylinder,Fighter Jets Chase UFO's over City of Boston,,
11/16/1999,,,Columbia,MO,USA,Chevron,"Sitting on backporch, looking at sky, smoking cigarette when an orange light in the sky caught my attention...",,
12/18/2018,,,Beaver dam,WI,USA,Light,Random light flashing white and red in the sky and not moving. Second night in a row this has been seen. ((anonymous reports)),,
3/19/2007,,,Colorado Springs,CO,USA,Triangle,"Air Force fired projectiles of some sort at alien craft and hit them directly, causing all of the craft fired upon to hit the ground.",,
8/8/2021,,,Dallas,TX,USA,Light,"While bike riding I witnessed an orange stationery light that wasn't a plane, about the size of a pea at arms length, I stopped and wat",,
4/29/1955,,,Belton,MO,USA,Light,2 lights stationery no blinking to bright to be stars then started to move started to move after about 2 mins then disappeared.,,
11/13/2023,,,Cumberland,VA,USA,Star,"“Falling star” drops straight down then turns 90*, streaks east just above horizon, no change of speed",,
4/8/1940,,,Comer,GA,USA,Circle,Bright flying light disappears from Northeast Georgia Sky,,
4/10/1967,,,Atlanta,GA,USA,Triangle,"Daytime UFO sighting, odd shaped and slow moving craft vanishes behind cloud.",,
12/19/2005,,,Columbia,MS,USA,Fireball,Object's light looks like a meteor falling in Earth;s atmosphere,,
4/19/1949,,,Boulder City,NV,USA,Oval,From Boulder City looking southwest toward the McCullough mountain range which would be close to Jean NV I saw a oval white light hover,,
9/16/2023,,,Conneaut,OH,USA,Light,UFO seen following and then passing International Space Station.,,
4/24/2019,,,Columbus,OH,USA,Flash,"Over the South side of Columbus, Ohio.",,
4/18/2012,,,Duck Creek Village,UT,USA,Sphere,"06/22/2014 at 10:03 pm walking the dog, spotted an round object heading south ,no strobes and tail mof object was bright white in colo",,
7/8/2018,,,Belton,MO,USA,Light,"Belton,mo 3min 10pm 7/8/18 light, East to West, reddish aura, went dark, no airplane. no collision lights.",,
5/20/2008,,,Country Side,IA,USA,Fireball,Two Brothers See Red Orbs Flying in Sky at Back Road CampSite.,,
1/20/2018,,,Danbury,CT,USA,Oval,Red craft moved extremely quickly in night sky,,
4/8/1946,,,Berea,OH,USA,Circle,"Orange light in the sky, that vanished suddenly.",,
1/10/2007,,,Desoto,MO,USA,Fireball,bright light over missouri moving at improbable speeds.,,
4/11/2011,,,Cicero,NY,USA,Fireball,Glowing Orange/Red lights - Central NY,,
6/8/1996,,,Beloit,WI,USA,Other,Oddly shaped black object hovering high in the daytime sky for about 20 minutes and then dissappearing.,,
7/11/2009,,,Asheville,NC,USA,Chevron,"Extremely Large, Slow Moving, V-Shaped Cloud-like Formation in Night Sky.",,
4/16/1948,,,Dumont Dune National Park,CA,USA,Other,"Glowing sphere with creatures face below it, and blue six sided object in sky on California 127 at Dumont dune national park, 1/9/14 am",,
2/16/2019,,,Clinton,NY,USA,Light,"Three bright dancing lights, seeming to attract and repel while staying close to one another.",,
4/28/1960,,,El Mirage,AZ,USA,Circle,"While letting my dog out, a very bright white circle of light appeared suddenly in the sky. It seemed very low.",,
8/12/2007,,,Brighton,CO,USA,Light,Zigzagging Object during meteor shower,,
7/17/2006,,,Doraville,GA,USA,Egg,"I was looking out my window, I first saw a red light it rotated and changed color to silver letalic. it moved west and dissapeared, the",,
4/12/2016,,,Albuquerque,NM,USA,Disk,Green orb like ufo new mexico albuquerque 11/3/12,,
4/30/1992,,,Crossett,AR,USA,Other,I would like to know if anyone else has seen anything similar to this?,,
2/5/2018,,,Columbus,OH,USA,Circle,"On 2/5/18 at 6:40pm,my wife and I went out to watch the ISS fly by. It was going to be a straight over head fly by. When we w",,
4/28/2009,,,Chesnee,SC,USA,Light,"Bright white, shimmering light disappeared. ((NUFORC Note: Possible sighting of Venus?? PD))",,
6/15/2006,,,Canon City,CO,USA,Teardrop,single teardrop shape with flat bottom seen in mid-morning commute,,
4/9/2021,,,Cayucos,CA,USA,Light,"I was sitting at the pier on the beach having a bonfire. There was a group of 6 of us, the 2 of us that were sitting at the fire both s",,
6/15/2001,,,Dallas,TX,USA,Disk,Disk Tries to Hide,,
2/22/2020,,,Edgartown,MA,USA,Light,"3 fast moving erratic lights over Edgartown, MA",,
4/16/2019,,,Edmond,OK,USA,Other,Almost fight been bright starlike crafts and some kind of government aircrafts!!!!!,,
10/23/2008,,,Carlton,TX,USA,Light,"Series of lights puts on a show near Stephenville Texas on Oct. 23, 2008.",,
1/10/1977,,,Dearborn,MI,USA,Triangle,"Slow, low flying triangle with no sound",,
4/20/1952,,,Albuquerque,NM,USA,Triangle,"Plane chasing dull, dim triangle object.",,
11/3/2005,,,Arden,NC,USA,Fireball,Fireball seen after 10 shooting stars,,
4/12/2020,,,Bay City,MI,USA,Teardrop,Reddish orange object heading South near James Clements,,
6/1/1997,,,Baker City,OR,USA,Light,It was Sunday June 1st 1997. I was 18 year's old. I and my girlfriend were at a friends house. It was about 11:00 PM when we noticed ab,,
1/11/2009,,,Dover,DE,USA,Circle,NOISELESS HOVERING THEN FLYING CIRCLE OF WHITE LIGHTS,,
3/16/2019,,,Batavia,IL,USA,Cigar,"Three lights, arranged in such as manner as to portray a submarine, only in my field of view for about 30 sec. ((anonymous report))",,
2/14/2024,,,Argyle,NY,USA,Circle,Missile?,,Rocket
6/22/2003,,,Atlanta,GA,USA,Rectangle,LARGE HIGH BRIGHT WHITE STATIONARY THEN MOVING,,
7/15/2000,,,Aloha,OR,USA,Light,This was a stationary large white light that then moved slowly south then picked up speed quickly disapeared.,,
7/2/2001,,,Doniphan,MO,USA,Triangle,Triangular shaped UFO flies over observer's vehicle at relatively low altitude.,,
7/4/2004,,,Charlotte,NC,USA,Chevron,A near miss?,,
5/26/2001,,,Bates City,MO,USA,Light,"Two orange light flying in patterns now plane, nor plane, nor helicopter could match.",,
2/20/2002,,,Bossier City,LA,USA,Oval,3 Bright oval objects observed by at least 4 witnesses in NW Louisiana.,,
4/18/1959,,,Dunmore,PA,USA,Sphere,"RED Sphere spotted over Scranton, PA.",,
4/14/1959,,,Broomfield,CO,USA,Changing,We were observing the fireworks from my roof. There were 3 adults there and we looked over toward Northglenn from Broomfield and then,,
4/25/1977,,,Attleboro,MA,USA,Formation,"Perfectly seen from Route 118 South, in open fields. Triangle formations of red/white strobes sitting perfectly still. Occaisionally on",,
4/9/2016,,,Bridgeport,CT,USA,Fireball,Orange Reddish Orbs/Stars,,
4/28/1949,,,Dover,NH,USA,Diamond,Circular a/c. green white and red lights. flipped on its side to expose diamondish triangular shape; size of a/c. ((anonymous report)),,
11/24/2006,,,Colorado City,CO,USA,Oval,Right in front of my house I saw red and blue flashing lights at first I thought it was a plane but then I noticed that it was hovering,,
6/20/2009,,,Arnold,MO,USA,Disk,"Circular with white light on underside and silent, low flying",,
7/4/2020,,,Bakersfield,CA,USA,Other,"red/orange, bell shaped object observed over Bakersfield Ca. on the 4th of July!",,
1/9/2021,,,Commerce,GA,USA,Triangle,2 white UFO'S,,
12/14/2019,,,Amarillo,TX,USA,Disk,Standing on back porch smoking a cigarette. I noticed a bright or or Dick shape in the sky that hovered for about 5 minutes and than b,,
8/19/2007,,,Big Pine Key,FL,USA,Formation,could not intrelligenty explain,,
4/5/2019,,,Butler,MO,USA,Diamond,This past Friday me and my roommate here a rumble out side. I thought because of how loud it was it might be a stealth bomber because t,,
2/19/2022,,,Columbus,GA,USA,Sphere,Crafts over Columbus,,
4/20/1959,,,Baton Rouge,LA,USA,Triangle,I was driving home from work and saw something in the sky at first I thought it was a plane and when I got closer the red lights were i,,
7/12/2000,,,Casa,AR,USA,Cigar,TINY GREEN SKIPPING LIGHTS IN CASA NEAR PETTITJEAN MT.,,
10/28/2007,,,Bellevue,WA,USA,Oval,"Carsh landed in Longwood,was on radio 570mHz AM at 6:30am. ((NUFORC Note: No other reports. Possible hoax?? PD))",,
9/14/1995,,,Buffalo,NY,USA,Other,The starlike object moved VV from right to left. Iam a former U.S.A.F. fighter bomber crewchief.,,
4/4/2026,,,Clarksvile,TN,USA,Light,We just would like to know what that was.,,
4/23/1960,,,Boulder City,NV,USA,Fireball,Was a splitting red fireball with lights. I looked at it for about 30 seconds. ((NUFORC Note: Re-entering space debris. PD)),,
4/29/1959,,,Clarksville,TN,USA,Flash,Light flashing in sky.,,
4/28/2000,,,Bossier City,LA,USA,Chevron,"I was standing outside to smoke just before David Letterman tonight. I always smoke outside, never inside; but, I do not ever expect t",,
2/10/1998,,,Danbury,CT,USA,Cylinder,While taking an evening walk i saw what i thought was a shooting star. It stopped in the sky and just hovered there. It was cylander s,,
7/11/2019,,,Dayton,NV,USA,Circle,Two points of light rotating around a center point then disappearing.,,
4/10/1940,,,Cleveland,OH,USA,Oval,At about 8:35 this evening i was standin outside and was lookin at the sky watching the jets fly by. there were 3 at the time. i notice,,
1/1/2024,,,Bradenton,FL,USA,Orb,"light came down, move sideways then back upwards until it disappeared",Y,
4/18/2015,,,Bloomingdale,OH,USA,Triangle,Orange Orb turned into Three Orbs.,,
4/19/1948,,,Antrim Township,MI,USA,Triangle,Triangle object slowly traveling east.,,
4/25/1938,,,Bridgewater,NJ,USA,Cigar,Two tube-shaped bars or cylinders floating over Route 22.,,
8/12/2001,,,Boulder,CO,USA,Light,small light grows extemelt bright and then dissapears.,,
11/21/2002,,,Clemmons,NC,USA,Triangle,"It was a large, triangular shaped flying object.",,
7/13/2001,,,Beloit,WI,USA,Other,One big white light and 2 smaller ones on it's side,,
4/4/2025,,,Coffeyville,KS,USA,Cigar,9/04/2010 at 6:30 pm . an object flying north over coffeyville ks moving at high speed appearing to be cigar like in shape .,,
7/17/2019,,,Benicia,CA,USA,Light,"Satellite like object moving across sky in an erratic, squiggly motion",,
10/3/2007,,,Canton Township,MI,USA,Orb,"Multiple Silver Orbs over Canton Township, Michigan",,
3/13/2018,,,Centerville,TN,USA,Light,"Bright flashing light in the sky. ((NUFORC Note: We suspect a sighting of the star, Sirius. PD))",,
12/6/2007,,,Covington,GA,USA,Light,Bright light and flashing in covington ga,,
4/2/2020,,,Delray,FL,USA,Cigar,In the air bright white image not seeming to move as I was watching then disappeared.over st road 441 around 7am to 7:15.,,
10/10/2020,,,Bryan,TX,USA,Diamond,"Central Texas. Object tracking along side the ISS off its port side, emitting repetitive white and blue pulses of light.",,
4/24/2020,,,Colerain Township,OH,USA,Cylinder,Cylindrical object in the southern sky with glowing red and white lights in the lower half.,,
7/24/2008,,,Aztec,NM,USA,Fireball,"huge, bright meteor seen over Aztec, New Mexico...again.",,
6/30/2003,,,Birmingham,AL,USA,Cylinder,It flew from one end of runway to the other shoot straight up turn back shine bright light shoot straight down do it again 100 mph,,
12/28/2005,,,Austin,TX,USA,Triangle,Triangluar Object very low to the point of seeing detail hanging over the city.,,
4/21/1989,,,Butler,MO,USA,Circle,Reddish-orange sphere seen by two witnesses,,
4/4/1937,,,Bouse,AZ,USA,Other,Reddish amber UFO sited in Arizona,,
4/17/1958,,,Crescent City,CA,USA,Teardrop,((HOAX??)) Cloaked tear drop shaped ufo.,,
4/22/2003,,,Asbury Park,NY,USA,Other,A strange object hovering in the sky. Looked like a bumper car with red lights. Quickly turned around a couple of times and just vanish,,
10/15/1968,,,Crystal Lake,IL,USA,Cigar,Cigar shaped vehicle hovering over farm field.,,
4/3/2027,,,"Bryant Creek, Rippe access",MO,USA,Light,MISSOURI INVESTIGATORS GROUP Report: Around 9:30 PM saw bright stationary large orange light with smaller blinking lights.,,
5/1/1997,,,Cedar Rapids,IA,USA,Triangle,"Cedar Rapids Iowa blue lights hovering in the shape of a ""V"" with no sound and two witnesses",,
8/1/2020,,,Anderson,SC,USA,Formation,Me & wife observed 3-4 object(s) in triad/diamond formation stationary in sky exhibiting characteristics of birefringence.,,
6/1/2008,,,Doylestown,PA,USA,Orb,"Giant blue glowing light, makes a few movements, shoots off into sky.",,
12/27/1976,,,Conshohocken,PA,USA,Other,Cloud turning different colors for several minutes.,,
4/4/2019,,,Bothell,WA,USA,Light,"Gathering of a dozen or more orange lights in the northeastern sky - a ""gathering""",,
12/14/2018,,,Chewelah,WA,USA,Teardrop,Bluish green teardrop traveling through sky.,,
4/12/2006,,,Brownwood,TX,USA,Light,Orange glowing lights above walmart,,
4/4/2025,,,Crete,IL,USA,Triangle,"On 09/04/10 at 11:40 am i saw a ufo in Crete,Illinois.",,
3/1/1999,,,Del Mar,CA,USA,Triangle,It was green with flashing lights. Bright red lights. White lights towarsdthe front.,,
6/6/1970,,,Downers Grove,IL,USA,Disk,Flying saucer traveling through the sky in the middle of the day!,,
4/12/1963,,,Clarksburg,WV,USA,Disk,"Silver glowing disk hovering in the sky above Clarksburg, WV.",,
4/30/2025,,,Chattanooga,TN,USA,Triangle,"Two triangle objects, one hovering for long period with second coming back in and out, then traveling out together.",,
4/8/1960,,,Chesterfield,MO,USA,Circle,Yellow orange low circle shaped light over chesterfield missouri then disappears in a blink of an eye,,
3/23/2018,,,Clearlake,CA,USA,Light,"Looked like two stars, then they started to fall slowly toward the E as I faced N; split into four. ((anonymous report))",,
11/7/2022,,,BOISE,ID,USA,Triangle,Huge black dark triangle flew over my house. Huge brilliant white lights on the corner. Was silent. No trails.,,
9/24/2022,,,Dover,DE,USA,Triangle,Saw craft with bright triangle light trail moving slowly,Y,
5/2/2008,,,Cherry Valley,CA,USA,Orb,flashing firework like lights coming from orb moving in a perfect circle at a constant rate.,,
7/16/2021,,,Claremont,NH,USA,Light,Circular white light instant acceleration defy forces of gravity no sound Claremont self storage Washington street,,
4/7/2020,,,Delray Beach,FL,USA,Other,"Fast moving, from east to west, large silver-blue round light that as it moved,a trail of lights formed and flickered.Then it vanished.",,
11/17/2001,,,Cross River,NY,USA,Triangle,Lights over NY State (shortly after 9/11),,
1/5/2020,,,Bear,DE,USA,Light,"On route 40 going east just past wrangle Hill Rd. Saw what I thought might be 2 planes, however 1 of the white objects grew larger and",,
7/27/2021,,,Benicia,CA,USA,Orb,Witnessed another Orb off in the distance,Y,
1/2/2018,,,Brandenburg,KY,USA,Other,Looks like it had 2 different shapes stacked on top of one another with the top spinning looked shinny a ft Knox helicopter was flying,,
4/3/2001,,,Bigfork,MT,USA,Light,"Don't know what this was. It looked like pictures of comets I have seen. The head of the light was large in the sky, comparing it with",,
4/21/1954,,,Coral Springs,FL,USA,Light,White ball of light.,,
1/3/2007,,,Barton Hills,MI,USA,Diamond,hoovering mirror in the sky.,,
4/4/2006,,,Colorado Springs,CO,USA,Circle,Circular Bright White Flying Saucer.,,
4/5/1954,,,Brandon,MS,USA,Flash,Quick Burst of Blue/Green light witnessed by at least 30 people.,,
4/12/1965,,,Effingham,IL,USA,Circle,Floating objects in the sky,,
4/6/1997,,,Clearwater,FL,USA,Light,Group of red/orange flashing lights that individually speed out of sight,,
10/15/1949,,,Baltimore,MD,USA,Cigar,"It was around 8:PM and I was walking home,it was a full moon but something made me lookup, there was no noise, but an object came in fr",,
7/15/2001,,,Carteret,NJ,USA,Other,"UFO spotted over Carteret, Linden, Woodbridge.",,
10/12/2003,,,Dallas,TX,USA,Sphere,Luminous translucent red sphere,,
3/5/2007,,,Chicago,IL,USA,Disk,"Several UFO sightings in Chicago, IL during a four hour time span.",,
6/15/1976,,,Beaver Creek,OR,USA,Disk,Craft appears from over the top of house and stops over yard as kids are looking out the window at bed time.,,
