Occurred,Lon,Lat,City,State,Country,Shape,Summary,Media,Explanation
3/21/2020,-124.1499052,41.85280485,Crescent City,CA,USA,Formation,Eight lights in V pattern traveling from east to west in seconds dissapearing over the ocean,,
4/5/1955,-81.6989598,41.4843982,Cleveland,OH,USA,Flash,"Beam of light over Cleveland Clinic Main Campus in Cleveland, Ohio That cause power loss.",,
6/6/2001,-117.297165,48.3374055,Cusick,WA,USA,Cigar,I was walking in a field when at my three o'clock I saw a UFO.,,
4/14/1952,-82.8001026,27.9658533,Clearwater,FL,USA,Circle,Throbbing multicolored light witnessed over Clearwater Beach.,,
2/21/2007,-81.5314562,41.0701939,Akron,OH,USA,Light,"moving bright light suddenly changed color from bright yellow-white to orange, then red, then dark red and disappeared",,
4/19/2016,-104.825348,38.8339578,Colorado Springs,CO,USA,Other,"Fiery bird like, flapping reddish yellow and white light.",,
8/19/2022,-124.2606995,48.2539902,Clallam Bay,WA,USA,Disk,Saucer shape with neon purple rings seen hovering through trees hovering over campsite then moving westward over ocean out of site.,,
5/6/1999,-104.017137,37.6421559,Delhi,CO,USA,Changing,"Bright yellow-orange light that morphed into two, then one, then faded in and out before disappearing.",,
4/9/2009,-87.6244212,41.8755616,Chicago,IL,USA,Circle,"Red Flying object over lake shore Dr, Chicago, IL",,
9/15/2002,-80.8430827,35.2272086,Charlotte,NC,USA,Cone,230 am 0n sept 15 2002 my friends and I WERE ON LAKE WYLIE fishing. WE were startled as two cone shaped objects passed oveerhead at obl,,
4/14/2005,-112.744842,40.2215008,Dugway,UT,USA,Other,Seen two huge white space shuttle looking objects in the sky just hovering and slowly moving!,,
5/22/2022,-75.2099866,40.6916081,Easton,PA,USA,Changing,Our Ring camera caught this-my husband took the dogs out in the morning & they acted weird. Checked the camera. We have video.,,
4/15/2019,-77.5046698,37.3777927,Chesterfield,VA,USA,Triangle,"Hovered slowly down road, object had flashing lights in each corner.",,
6/1/1998,-81.1423236,33.3226546,Denmark,SC,USA,Triangle,"Triangle shape object, black with light with no sounds in the summer of 1998.",,
4/23/2026,-80.8430827,35.2272086,Charlotte,NC,USA,Orb,"Orbs moving in sequence. ((NUFORC Note: Possible advertising lights, we wonder? PD))",,
4/11/1963,-83.3771613,42.6841978,Drayton Plains,MI,USA,Circle,The highway in Waterford runs alongside a lake they were going across also.,,
4/12/1965,-96.7968559,32.7762719,Dallas,TX,USA,Light,Bright round light in sky that moved left to right then up with colorful lights. ((NUFORC Note: Possile sighting of Sirius? PD)),,
6/13/2004,-75.852267,37.9842257,Crisfield,MD,USA,Sphere,"It was a UFO About 9:30pm, I was just happed to be outside and I saw this--- Just a red-sphere, that I seen before...I have seen many",,
4/20/2009,-84.0176904,33.6676103,Conyers,GA,USA,Light,"Object seen flying over interstate, increasing in brightness, then vanishing into thin air.",,
4/16/1939,-80.0666026,26.5256179,Boynton Beach,FL,USA,Sphere,"2 glowing red spheres spaced 7 minutes apart traveling across Boynton Beach, FL.",,
4/17/1992,-87.6244212,41.8755616,Chicago,IL,USA,Fireball,I WAS SMOKING AND LOOKING AT THE STARS WHEN I NOTICED ONE OF THEM STARTED MOVING NORTHWEST.,,
4/17/1931,-80.0996306,26.318342,Deerfield Beach,FL,USA,Oval,I was looking toward the east over the Atlantic Ocean when I seen this round like it went from unbelievably fast motion straight down s,,
2/24/2024,-82.9503983,39.9753607,Columbus,OH,USA,Cylinder,"White metallic capsule flew over very fast, being chased by Apache helicopter.",,
4/8/1937,-101.0526881,39.3959655,Colby,KS,USA,Orb,White sphere being followed.,,
8/1/2001,-123.058896,43.7974729,Cottage Grove,OR,USA,Triangle,Turquoise triangle hovering then zig zags at an extreme rate of speed upwards disappears.,,
4/14/1954,-76.331587,43.157572,Baldwinsville,NY,USA,Orb,Three equidistant orange spherical orbs were seen by four of us for about three minutes.,,
10/26/2001,-93.4664819,35.4713108,Clarksville,AR,USA,Cylinder,"Two of us observed a shiny, silent, cylindrical craft at 5000 feet or less on October 26.",,
9/20/2004,-75.8238355,39.9831616,Coatesville,PA,USA,Cross,Unkown Craft Flying Over Coatesville.,,
1/27/2006,-71.2370022,42.5814818,Billerica,MA,USA,Light,Extremely fast bright blue light,,
3/28/2005,-91.66122519,41.9976172,Cedar Rapids,IA,USA,Disk,Half-circle mooon shaped object with 5 brownish-oragneish colored lights on the bottom.,,
4/27/1944,-111.841185,33.3062031,Chandler,AZ,USA,Sphere,One round ball of fire.,,
3/10/2023,-88.4272627,33.4956744,Columbus,MS,USA,Formation,Large dimly lit V shape line of dots moving swiftly across the sky,,
8/1/1997,-85.3094883,35.0457219,Chattanooga,TN,USA,Light,bright lights munerving high in the sky back and forth quickly and moving very high in the sky and disapering very quickly!,,
10/16/2019,-104.825348,38.8339578,Colorado Springs,CO,USA,Changing,"Changes shape, rotates, changes colors, does not move the way any airplane moves.",,
4/12/2002,-106.4870404,31.7601164,El Paso,TX,USA,Fireball,Fiery balls falling from the sky over El Paso.,,
4/16/2010,-97.68606624,30.256999399999998,Austin,TX,USA,Fireball,I was driving on the highway when I noticed a rather large green 'star' in the sky. They started as small green balls and traveling qui,,
10/26/1999,-117.903317,33.6633386,Costa Mesa,CA,USA,Light,"Object was fairly still, however would make unusually sharp moves on occasions.",,
5/30/2021,-87.8873916,42.0415823,Des Plaines,IL,USA,Orb,"I noticed an orange light in the sky, so I stepped outside to get a better look and to see if I would hear helicopter or an airplane en",,
9/1/1999,-93.3023898,45.1728923,Coon Rapids,MN,USA,Triangle,Large boomerang shaped invisible object blocked starlight while flying across sky,,
4/30/2022,-93.6249494,41.5868654,Des Moines,IA,USA,Sphere,From where I seen this it's exactly 8.25 miles from the Iowa Air National Guard 132nd Wing.,,
1/12/1999,-96.7968559,32.7762719,Dallas,TX,USA,Circle,"it appears as a red/orange dot, it was about 12:00p.m. big as the independence day movie ship.",,
4/3/2021,-96.7968559,32.7762719,Dallas,TX,USA,Disk,UFO,,
4/5/1965,-84.9880449,32.4610708,Columbus,GA,USA,Teardrop,Bright light over Ft. Benning!!!,,
1/19/2018,-104.820246,41.139981,Cheyenne,WY,USA,Orb,Large teal green orbs in formation.,,
4/30/2007,-79.9756065,40.0453511,Centerville,PA,USA,Sphere,We were sitting out when my wife noticed a very bright star. She informed me of it and we began watching it together. I went inside and,,
4/13/1991,-79.0478143,33.8360035,Conway,SC,USA,Light,Fast red light with three bangs.,,
10/30/2005,-117.936455,34.925806,Edwards AFB,CA,USA,Triangle,Black Triangle Craft Spotted. ((NUFORC Note: Possibly a hoaxed report?? PD)),,
11/18/2008,-121.866126,42.577636,Chiloquin,OR,USA,Oval,Oval shaped object streaks across sky in Southern Oregon.,,
4/30/2008,-88.080301,37.0944971,Eddyville,KY,USA,Circle,"On 9-30-17, at approximately 1:45 PM. I noticed a group of people looking up to the sky. When I looked to try and see what they were lo",,
4/18/2014,-87.6244212,41.8755616,Chicago,IL,USA,Light,"Lights grouped, then moving up at a fast rate of speed.",,
6/1/1966,-75.3015714,40.0792766,Conshohocken,PA,USA,Disk,Gun metal grey disk shaped craft seen at 50-60 ft. above the ground,,
6/1/1999,-75.1812913,40.9995386,East Stroudsburg,PA,USA,Cigar,I saw a large cigar shaped object fly across the sky very quickly and it gave off a larde red light. Then I saw it again the same nigh,,
3/28/2004,-82.4572416,38.4280541,Chesapeake,OH,USA,Light,There were bright lights in strange formation,,
4/11/1975,-82.9503983,39.9753607,Columbus,OH,USA,Orb,"Four red/orange orbs move erratically over Columbus, Ohio.",,
4/9/1960,-69.0405949,45.0850615,Charleston,ME,USA,Triangle,Triangle shaped 3 white lights silent hovering.,,
11/26/2021,-111.841185,33.3062031,Chandler,AZ,USA,Circle,Fireball that changed direction,,
9/2/2023,-78.4563914,35.650711,Clayton,NC,USA,Oval,White motionless dot in a clear blue sky which disappeared and reappear two times in different locations in a linear path.,,
6/29/1996,-71.376257,41.8194081,East Providence,RI,USA,light,A large white pulsating light,,
4/12/2023,-83.4148895,36.0153693,Dandridge,TN,USA,Teardrop,"Blimp shaped, shiny silver object during TN Earthquake.",,
4/3/1973,-82.9503983,39.9753607,Columbus,OH,USA,Diamond,UFO spotted and then switched directions abruptly.,,
4/10/2023,-94.2218752,35.4778653,Alma,AR,USA,Light,20 different lights flying over ridge,,
10/1/2000,-106.4855177,35.1514975,Albuquerque,NM,USA,Triangle,TRIANGLE VERY LARGE THREE LIGHTS AT POINTS SHADOW BUT EVER FEW SECONDS YOU COULD SEE A FLASH FROM POINT TO POINT FACING TO THE NORTHEAT,,
1/24/2009,-92.0937783,37.9917061,Dixon,MO,USA,Circle,bright object lands near forest.,,
4/20/1985,-122.685807,48.2181895,Coupeville,WA,USA,Triangle,"TRIANGLE VESSEL OVER WHIDBEY ISLAND, WASHINGTON.",,
4/25/1948,-82.9503983,39.9753607,Columbus,OH,USA,Sphere,"Bright sphere, moving slowly then disappears, over Columbus OH",,
6/24/2003,-82.9503983,39.9753607,Columbus,OH,USA,Light,Unknown flash of light.,,
11/25/2018,-116.464076,33.7810031,Cathedral City,CA,USA,Orb,3 orange orbs in the southern California night sky.,,
12/16/2006,-104.984862,39.7392364,Denver,CO,USA,Light,"Circling White bursts of light traving northbound in Denver, CO December 16, 2006 (6:45 pm to 8:00 pm) ((Advertising lights???))",,
3/10/2021,-73.3362298,40.8048207,Dix Hills,NY,USA,Disk,"Overcast clouds change into hexagon, then sunshine, and a very large and fast flying saucer",,
4/21/1993,-83.15050668,42.3696008,Detroit,MI,USA,Other,Square object with monitor like face flashing gylph like images while hovering over the Detroit River.,,
4/1/1963,-117.3136547,34.0739016,Colton,CA,USA,Disk,UFO Sighting in Inland Empire Sky. Flying Saucer Like Object With Blinking Lights Around It.,,
4/3/1974,-123.010922,45.2781659,Dundee,OR,USA,Light,White light moving at very high altitude from SW to NE. ((NUFORC Note: ISS was visible at this time. PD)),,
4/1/1987,-78.837046,42.866775,Buffalo,NY,USA,Orb,Fast moving light curves in sky,,
4/6/1987,-84.5124602,39.1014537,Cincinnati,OH,USA,Light,"Slow, low-flying lights making vast circles in the night sky (probably an odd airplane) ((NUFORC Note: Advertising lights?? PD))",,
2/12/2020,-111.110887,43.7231753,Driggs,ID,USA,Changing,Extremely bright strange lights changing shape multiple times,,
3/22/1964,-81.6989598,41.4843982,Cleveland,OH,USA,Circle,"THREE ROUND SILVER CIRCLES, THEY JUST HUNG IN THE AIR, THEY STAYED STILL FOR A COUPLE OF MIN THEN DISAPPEARED. THE THREE SILVER CIRCLE",,
6/13/2001,-80.8430827,35.2272086,Charlotte,NC,USA,Orb,Shiny silvery orb following plane,,
2/25/1999,-84.1850615,39.7665973,Dayton,OH,USA,Changing,three lights apeered in the sky for 30 minutes and then shot out in different directions and disapeered in the darkness.,,
6/12/2020,-84.5124602,39.1014537,Cincinnati,OH,USA,Orb,An orb flashed overhead in a bright flash for approx 1.5-2 seconds. It was a clear night and I saw no other a/c. ((anonymous report)),,
4/18/1975,-90.3051171,37.4894979,Cherokee Pass,MO,USA,Light,Bright light moves around in circles and straight up and down!,,
10/22/1999,-81.0228331,29.2108147,Daytona Beach,FL,USA,Changing,METICAL OBJECT IN SKY WHICH KEPT CHANGING SHAPES,,
5/15/1969,-96.7968559,32.7762719,Dallas,TX,USA,Light,A light came toward us and stopped directly overhead. It stayed there a couple seconds then shot off very fast. No noise.,,
11/4/2008,-97.9578129,34.5023029,Duncan,OK,USA,Light,Brilliant red light slowly descends from high in the sky and disappears behind buildings.,,
3/12/1975,-85.1115416,31.2928122,Columbia,AL,USA,Other,"""I don't know what the hell that is""",,
4/11/1948,-82.9503983,39.9753607,Columbus,OH,USA,Light,Red light in the southern sky.,,
4/12/1961,-80.2695109,26.057783,Cooper City,FL,USA,Light,"The UFO moved in an ""S"" shape before disappearing.",,
10/1/1997,-81.2273119,28.904843,Deltona,FL,USA,Cigar,"Cigar shaped, light blue to white, with beam of same color light.",,
1/12/2018,-94.8873913,30.0473202,Dayton,TX,USA,Light,Shooting light.,,
4/13/1962,-76.2494453,36.7168315,Chesapeake,VA,USA,Circle,Formation of 6 amber colored lights in the sky.,,
4/8/2017,-90.3215983,32.3410552,Clinton,MS,USA,Circle,Jet and object flying side by side,,
4/28/1939,-106.4855177,35.1514975,Albuquerque,NM,USA,Light,"Unbelievably fast object east of Albuquerque,NM",,
8/31/2023,-76.8582049,39.2156213,Columbia,MD,USA,Circle,I saw two bright white objects falling in one another and then they just disappeared after 15 seconds,,
9/13/2022,-81.7224579,33.5616173,Aiken,SC,USA,Light,"Changed colors, moved erratically",,
5/14/2003,-106.4870404,31.7601164,El Paso,TX,USA,Cigar,cigar shaped craft hovering over the neighborhood,,
4/28/1973,-79.0478143,33.8360035,Conway,SC,USA,Diamond,"Diamond shaped, very large with four lights. Moved slowed, even seemed to hover.",,
12/17/1997,-73.1846098,44.534084,Colchester,VT,USA,Light,"Saw bright green light, about 11:45 pass over head going to northeast. No sound but radio was out for about ten to fifteen seconds. W",,
7/18/1975,-101.9663192,35.8630199,Dumas,TX,USA,Oval,Three oval shaped objects in open field.,,
4/30/2020,-82.8001026,27.9658533,Clearwater,FL,USA,Other,Got up to 3:15am was attracted to look at a “star like” that suddenly went to a blinding bright envelope of bright light.,,
4/3/2025,-87.6244212,41.8755616,Chicago,IL,USA,Fireball,((HOAX??)) Glowing Fireball witnessed by 6 sober people in front of a chicago bar.,,
6/21/2018,-111.841185,33.3062031,Chandler,AZ,USA,Light,Multiple fast solid white lights appearing at different times and locations in the sky.,,
6/15/1997,-97.4649038,35.6571367,Edmond,OK,USA,Disk,daylight sighting. saucer. up close and personal,,
4/10/1988,-117.579304,47.4892246,Cheney,WA,USA,Triangle,"Several white triangular objects in the sky above our meadow, way too high to be birds",,
10/13/2019,-80.8430827,35.2272086,Charlotte,NC,USA,Cigar,Me and my friends were kickin back one night. we had been up for awhile so the sleep deprivation started getting to us. We decided to g,,
8/11/2023,-80.6094959,28.3184107,Cocoa Beach,FL,USA,Star,It looked like a star but moved to the right and stop. Then moved down and stop the then it went up. For over one hour.,,
9/22/2022,-96.7968559,32.7762719,Dallas,TX,USA,Chevron,Dark Triangular UFO,Y,
4/30/1961,-80.7252782,41.3301062,Cortland,OH,USA,Circle,Circular balloon-like UFO spotted by couple in Ohio,,
4/30/1958,-121.8232958,38.4454641,Dixon,CA,USA,Light,I was riding the backroads on the back of my boyfriends motorcycle. I saw two bright white lights in the sky just hovering. On occasion,,
1/28/2023,-76.5236745,39.2574114,Dundalk,MD,USA,Changing,I believe it was something from another planet,Y,
6/1/1966,-76.8815207,38.8622077,District Heights,MD,USA,Disk,"Observed UFO Sighting which stopped my moving vehicle on a lonely, tree lined road.",,
4/15/1996,-76.564687,39.220941,Baltimore,MD,USA,Sphere,"Very bright sphere in sky, thought it was planet but had one blinking light.",,
4/28/2012,-96.7968559,32.7762719,Dallas,TX,USA,Sphere,Colorful sphere flying below clouds moving north west turning off its lights as it flew over my house.,,
4/30/2009,-76.564687,39.220941,Baltimore,MD,USA,Circle,Circle like object UFO moves and does dance in sky.,,
4/27/1995,-92.4613669,46.7217279,Cloquet,MN,USA,Triangle,"Driving, and look up to see three lights form a triangle which stayed for roughly 30 seconds to a minute. ((anonymous report))",,
4/23/2018,-109.056392,44.5263107,Cody,WY,USA,Light,Two large bright flashing lights seen to the W and NW of Cody. Unnatural movement; near simultaneous disappearance.((anonymous rept.)),,
4/10/1983,-84.75911,36.20146,Deer Lodge,TN,USA,Cigar,A cigar shape object with no sound or light flying at a high speed,,
3/23/2023,-83.0359638,29.1377209,Cedar Key,FL,USA,Orb,Multiple lights ascending and decending,Y,
5/25/2019,-71.4366813,41.779588,Cranston,RI,USA,Circle,Circular looking UFO comes out of a chemtrail line after plane sprays over my house may 25 12:02 PM 2019,,
2/9/2008,-117.6981075,33.4669721,Dana Point,CA,USA,Disk,"My description is the most ultra silver color that you can ever imagine, silver as being. The brighest of silver ever. The brightest",,
7/5/2019,-76.8582049,39.2156213,Columbia,MD,USA,Light,"When leaving, saw bright white light in the shape of a triangle in the same direction the dogs were facing. ((anonymous report))",,
5/31/2022,-80.7325345,28.3556635,Cocoa,FL,USA,Cigar,Caught it on camera,Y,Insect
4/2/1985,-106.4855177,35.1514975,Albuquerque,NM,USA,Oval,"It was around the time I stated in the beginning of this report. 1730 hours, I was sitting down on a chair smoking a cigarette. i looke",,
4/27/1936,-85.9744569,42.1080979,Decatur,MI,USA,Light,Very fast object traveling just above low stratus clouds.,,
4/7/1963,-82.6004369,38.4048042,Catlettsburg,KY,USA,Sphere,Reflective sphere travelling West....,,
8/30/2002,-75.5243682,39.158168,Dover,DE,USA,Triangle,triangle with white lights,,
9/17/2005,-97.68606624,30.256999399999998,Austin,TX,USA,Fireball,"A bright green glowing sphere, almost teardrop shaped that fell extremely fast and disappeared,",,
4/4/1957,-88.4069744,44.2613967,Appleton,WI,USA,Light,"I was walking with my friend as we were taking the dog out. As I go to catch up with him, he spots this bright bulb of light that seeme",,
2/15/1978,-66.9846372,44.9050394,Eastport,ME,USA,Cigar,"glowing orange cigar shape light, that streached like an elastic.",,
4/15/2009,-117.6981075,33.4669721,Dana Point,CA,USA,Formation,Second Sighting of orange lights over OC,,
4/15/1943,-79.0478143,33.8360035,Conway,SC,USA,Circle,Appears to be three red-orange independent objects with independent movement. White light much larger and simply vanised,,
4/29/1963,-71.6828444,41.7000996,Coventry,RI,USA,Other,"Heading south on 95 saw 3 huge lights in a row in the sky, heading towards us n then hovers for a bit n then moved NWt with turning.",,
8/16/2020,-92.1251218,46.7729322,Duluth,MN,USA,Circle,"3 separate, consecutive sightings heading NE, N of yellow circular lights gliding at continuous speed across the night sky",,
4/1/2007,-85.4997057,36.1623886,Cookeville,TN,USA,Changing,Sited at least 3 or more objects with flashing lights in the sky.,,
4/28/1969,-83.8598742,33.5966005,Covington,GA,USA,Egg,I was sitting on the deck of my wife's parents house on mother's day with a pair of binoculars. I was using the binoculars to watch a f,,
11/6/2008,-98.1624501,26.3013982,Edinburg,TX,USA,Other,v shaped object floating in the sky in broed daylight for 3 minutes,,
9/21/2001,-96.4074824,32.2415365,Chatfield,TX,USA,Oval,I was driving home from work and had just talked to my daughter on the cell phone. I looked at the clock and it said 7:30pm I told her,,
4/15/1935,-122.6719304,39.0262841,Clearlake Oaks,CA,USA,Diamond,Diamond shaped white light four time the brightness of Venus in WSW sky visible for 15 minutes.,,
4/24/2006,-87.6244212,41.8755616,Chicago,IL,USA,Fireball,"A Green Fireball fell from sky close to O'Hare Airport Chicago, IL. ((NUFORC Note: Other reports. PD))",,
9/17/2003,-80.8430827,35.2272086,Charlotte,NC,USA,Light,Blinking Object In the Sky,,
8/15/2019,-80.5800049,35.4094178,Concord,NC,USA,Flash,Went out for a late night cigarette. I saw what looked to be 3 different lights flashing above clouds. I grabbed my boyfriend and his m,,
4/30/2018,-120.293126,47.4156824,East Wenatchee,WA,USA,Other,Very large boomerang object no lights no sound,,
4/5/2009,-97.827833,30.5217116,Cedar Park,TX,USA,Disk,"On a clear blue afternoon sky, there appeared a slow moving disk-like shiny object that gradually vanished after about 20 seconds",,
4/17/2000,-106.4855177,35.1514975,Albuquerque,NM,USA,Disk,UFO follows jet. ((NUFORC Note: Witness is experienced amateur astronomer. PD)),,
4/10/1969,-81.5314562,41.0701939,Akron,OH,USA,Fireball,Some something that was not explainable.,,
11/14/1996,-114.1139845,46.3141666,Corvallis,MT,USA,Orb,glowing orb like object displacing dense fog,,
4/18/1938,-81.9438802,26.5625742,Cape Coral,FL,USA,Cylinder,Distinct white/silver metallic craft with discernable top and bottom flying across northern sky and disappeared. No clouds in sky.,,
4/12/1968,-80.0728201,26.4614625,Delray Beach,FL,USA,Fireball,"Solid orange glow that got bigger and blurry when falling then rose, got smaller and headed North East.",,
12/2/2022,-81.6989598,41.4843982,Cleveland,OH,USA,Orb,200 miles East of ORD at 39000 feet traveling east. 3 bright objects moved at high speed in a lower orbit or lower in irregular pattern.((NUFORC Note: Report from airline pilot. PD)),,
3/20/1982,-81.1764865,35.3160401,Dallas,NC,USA,Light,Bright light in window,,
4/14/1959,-95.7908195,36.0525993,Broken Arrow,OK,USA,Orb,5-6 Reddish Orange Orbs spotted around the greater Tulsa area 4th July night.,,
4/22/1962,-93.6249494,41.5868654,Des Moines,IA,USA,Other,"I work nights at a lighted driving range in the Des Moines, IA area. One night as I was walking around outside I noticed a very small",,
11/25/2003,-81.6814279,36.7983724,Chilhowie,VA,USA,Other,pyramidal craft daylight sighting,,
4/20/2022,-106.4855177,35.1514975,Albuquerque,NM,USA,Circle,Potential object in the sky,,
4/10/1986,-83.15050668,42.3696008,Detroit,MI,USA,Diamond,I saw a bright blinking white light cross the sky low enough for me to see that it was diamond shaped,,
7/28/2020,-106.4855177,35.1514975,Albuquerque,NM,USA,Fireball,Bright blue ball with trail burning bright blue entered atmosphere falling then broke into 3 fireballs before dissapearing into. Starte,,
4/6/1971,-106.4855177,35.1514975,Albuquerque,NM,USA,Triangle,Reddish orange glowing triangular object appearing to viewers 30-35 minutes toward the West.,,
5/24/2019,-93.3974538,45.1888539,Champlin,MN,USA,Light,Long line of airplain like lights really close together. ((NUFORC Note: Space Link satellites. PD))((anonymous source)),,
4/10/1983,-80.789809,41.865054,Ashtabula,OH,USA,Light,Very bright light moving south east,,
9/4/2023,-81.6989598,41.4843982,Cleveland,OH,USA,Sphere,Fast moving UAP appear in footage shot with thermal camera InfiRay T3S 384x288@25hz,Y,
4/20/1947,-72.8684337,41.2762081,East Haven,CT,USA,Light,I leaned out my window to smoke a cigarette as I don't smoke inside my home and it was too cold to go directly outside. I do this a few,,
10/5/2007,-97.68606624,30.256999399999998,Austin,TX,USA,Triangle,"Two far and near objects over Austin, TX. during the early morning of 10/05/2007",,
4/14/1968,-111.950833,33.8333333,Cave Creek,AZ,USA,Teardrop,"Flash, followed by falling teardrop ship, with fading redish trail.",,
12/13/2002,-104.984862,39.7392364,Denver,CO,USA,Triangle,"It was 'V' shaped, large, and silent.",,
8/15/2020,-121.739005,38.5435526,Davis,CA,USA,Light,Seven moving stars spotted on a clear night sky.,,
9/9/2003,-82.8001026,27.9658533,Clearwater,FL,USA,Triangle,bright light to east split to 3 triangle 1 hovered and 2 dropped. ((NUFORC Note: Titan 4 launch from Cape Canaveral. PD)),,
8/30/2004,-78.9018053,35.996653,Durham,NC,USA,Oval,several small brights lights followed by dark slow moving object in the sky that blocked out night sky,,
3/20/2009,-85.551424,43.22336,Cedar Springs,MI,USA,Circle,"No sounds, red flashing light on bottom, like knight rider.",,
7/12/2003,-84.8355792,42.5637369,Charlotte,MI,USA,Oval,remeniscent of the mass arizona ufo sighting.,,
8/12/2000,-116.962526,32.7947731,El Cajon,CA,USA,Circle,"Was outside watering palm tree, my brother and friend had just left, I looked up for a second to the southeast and saw what I thought w",,
4/24/1995,-81.6017417,28.1614046,Davenport,FL,USA,Fireball,Red 'fireball' sighting. ((anonymous report)),,
4/16/1940,-117.566444,33.8752945,Corona,CA,USA,Circle,3 bright orange circles in triangle formation on a clear night.,,
4/6/1992,-106.4870404,31.7601164,El Paso,TX,USA,Oval,Strange Orb above El Paso.,,
10/8/2021,-97.68606624,30.256999399999998,Austin,TX,USA,Light,looked like a blinking airplane but it was not,,
4/11/2028,-66.9846372,44.9050394,Eastport,ME,USA,Light,It looked like a meteor but it drifted down the sky slowly and did mot go out,,
7/4/2009,-75.607688,41.4714693,Dickson City,PA,USA,Circle,Orange circles disappearing and reappearing in various directions.,,
4/15/2018,-82.9503983,39.9753607,Columbus,OH,USA,Fireball,"Strange glowing fireball/orange object moving quickly in Columbus, OH.",,
4/11/2003,-80.8430827,35.2272086,Charlotte,NC,USA,Triangle,Black triangle 36 sighted in backyard early AM that leaped from ground to higher branch or line.,,
4/27/2021,-105.382624,42.7595708,Douglas,WY,USA,Light,"First I would like to say I don't want anyone to think I am crazy. This is not a hoax or a joke, I just want some answers and to know t",,
4/10/2003,-106.4855177,35.1514975,Albuquerque,NM,USA,Disk,"One craft at altitude that remained stationary for length on observation. It appeared to be lower than commercial air traffic, because",,
4/10/1980,-116.7811531,47.6742994,Coeur d'Alene,ID,USA,Light,Bright light that dimmed out,,
11/15/2021,-104.825348,38.8339578,Colorado Springs,CO,USA,Changing,A 'star' faded and changed into a cigar-shaped object.,,
9/24/2005,-87.645014,41.52439,Chicago Heights,IL,USA,Circle,"Three strange lights in the night sky on Sept. 24th, 2005. Were they were man-made or terrestrial?",,
4/30/1991,-104.830994,39.7405111,Aurora,CO,USA,Other,The lights always seem to make all the neighborhood dogs bark. ((NUFORC Note: Possible sighting of a planet?? PD)),,
4/28/2018,-89.8353099,31.2518582,Columbia,MS,USA,Disk,They were covered in purple lights.,,
6/22/2002,-112.747251,45.7510371,Butte,MT,USA,Formation,FORMATION ABOVE BUTTE..,,
2/12/2019,-72.6071119,42.1487691,Chicopee,MA,USA,Circle,VERY bright object with 3 circular lights in an oval pattern very low in the sky.,,
4/14/1967,-80.6094959,28.3184107,Cocoa Beach,FL,USA,Triangle,Triangular craft seen going into outer space over Kennedy Space Center.,,
6/6/2020,-73.9545831,41.4200938,Cold Spring,NY,USA,Formation,((NUFORC Note: Witness provides no information; elects to remain totally anonymous. PD)),,
4/10/1994,-80.0996306,26.318342,Deerfield Beach,FL,USA,Light,"4th of July Curiosity in Deerfield Beach, Fla",,
4/15/2004,-117.903317,33.6633386,Costa Mesa,CA,USA,Triangle,night time sighting of triangular shaped object or lights moving quickly on claer night,,
4/6/2018,-99.330178,43.810817,Chamberlain,SD,USA,Light,"bright orange lights over Chamberlain, SD",,
4/5/1999,-76.564687,39.220941,Baltimore,MD,USA,Fireball,"My husband and I were traveling north on Rt. 295, leaving Baltimore Washington Airport. When looking north to the city of Baltimore, w",,
4/7/1991,-97.94684998,31.103623,Copperas Cove,TX,USA,Triangle,Triangle shaped craft with six lights flying silently at approx 250 mph at 550 ft traveling north to south.,,
4/4/1998,-104.820246,41.139981,Cheyenne,WY,USA,Sphere,"Seen on highway on back of Military flatbed w/""black"" helicopter escort(1), 4 black Humvee's(black uniforms W/M16's inside). Object und",,
6/15/1979,-91.1869659,30.4494155,Baton Rouge,LA,USA,Disk,Several witness Silver Disc over Baton Rouge,,
6/25/2018,-88.1124817,30.2542022,Dauphin Island,AL,USA,Changing,Second time seeing craft to the west of us.,,
1/28/2018,-91.4984941,44.811349,Eau Claire,WI,USA,Flash,"2 Bright Flashes near Eau Claire, WI",,
8/8/2004,-73.6348509,40.7584343,East Williston,NY,USA,Sphere,UFO over Long Island ((Venus??)),,
2/12/2023,-82.9503983,39.9753607,Columbus,OH,USA,Sphere,I have video tape,,
4/16/2021,-71.888608,44.4288767,Concord,VT,USA,Fireball,"Outside facing southern sky at 1900pm several bright lit orange fire spots, no noise, in a row blinking off and on.",,
8/14/2022,-123.2620435,44.5645659,Corvallis,OR,USA,Oval,White object moved slowly through sky with no smoke or noise.,Y,
6/29/2024,-88.162326,47.458245,Eagle Harbor,MI,USA,Oval,We saw an oval/pear shaped craft 1-2 miles away that had an extremely bright orange light on it.,,
4/29/1963,-115.563051,32.792,El Centro,CA,USA,Light,"Strange line of lights, can't explain. ((anonymous report))",,
4/20/1934,-122.527475,37.9254806,Corte Madera,CA,USA,Disk,Huge glowing red craft emerges from behind Corte Madera hillside.,,
4/27/1940,-76.8815207,38.8622077,District Heights,MD,USA,Formation,((HOAX)) 4 Lights seen in formation then 3 light combined in to one leaving just 2 light. ((anonymous report)),,
10/15/1997,-96.7968559,32.7762719,Dallas,TX,USA,Light,"My friend and I were driving home from a date, I opened the sunroof to view the moon lite sky. As I was starring at the stars somethi",,
6/3/1999,-88.6460554,42.633102,Delavan,WI,USA,Circle,looled like star or planet untill it changed colors blue then red then back to white,,
